"","x"
"cg12320940",16731
"cg12321152",16732
"cg12321772",16733
"cg12322642",16734
"cg12322817",16735
"cg12324127",16736
"cg12324144",16737
"cg12324159",16738
"cg12324954",16739
"cg12325485",16740
"cg12326147",16741
"cg12327770",16742
"cg12328076",16743
"cg12328429",16744
"cg12330538",16745
"cg12330929",16746
"cg12332280",16747
"cg12334085",16748
"cg12334420",16749
"cg12334548",16750
"cg12334849",16751
"cg12335662",16752
"cg12335724",16753
"cg12336777",16754
"cg12337473",16755
"cg12338604",16756
"cg12338698",16757
"cg12339478",16758
"cg12340251",16759
"cg12340709",16760
"cg12343411",16761
"cg12344862",16762
"cg12345677",16763
"cg12346044",16764
"cg12346383",16765
"cg12347497",16766
"cg12348962",16767
"cg12350982",16768
"cg12351242",16769
"cg12351433",16770
"cg12351585",16771
"cg12351588",16772
"cg12353189",16773
"cg12354490",16774
"cg12356120",16775
"cg12357722",16776
"cg12357979",16777
"cg12358638",16778
"cg12358946",16779
"cg12362593",16780
"cg12364345",16781
"cg12366082",16782
"cg12366240",16783
"cg12366733",16784
"cg12367300",16785
"cg12368664",16786
"cg12368841",16787
"cg12370200",16788
"cg12370548",16789
"cg12370791",16790
"cg12370954",16791
"cg12371281",16792
"cg12372060",16793
"cg12372536",16794
"cg12373771",16795
"cg12373953",16796
"cg12374136",16797
"cg12374442",16798
"cg12375054",16799
"cg12376071",16800
"cg12376928",16801
"cg12378341",16802
"cg12378449",16803
"cg12378720",16804
"cg12379857",16805
"cg12381692",16806
"cg12382407",16807
"cg12382554",16808
"cg12383152",16809
"cg12383724",16810
"cg12385032",16811
"cg12385146",16812
"cg12385547",16813
"cg12386526",16814
"cg12386540",16815
"cg12387067",16816
"cg12387075",16817
"cg12387371",16818
"cg12389415",16819
"cg12389511",16820
"cg12389652",16821
"cg12390153",16822
"cg12390411",16823
"cg12390754",16824
"cg12392571",16825
"cg12393036",16826
"cg12393130",16827
"cg12394251",16828
"cg12394655",16829
"cg12395671",16830
"cg12396207",16831
"cg12396282",16832
"cg12396418",16833
"cg12397506",16834
"cg12398079",16835
"cg12399307",16836
"cg12399382",16837
"cg12399476",16838
"cg12400088",16839
"cg12401169",16840
"cg12401251",16841
"cg12402251",16842
"cg12402286",16843
"cg12403181",16844
"cg12403750",16845
"cg12403778",16846
"cg12406333",16847
"cg12406539",16848
"cg12407254",16849
"cg12407846",16850
"cg12411019",16851
"cg12412302",16852
"cg12413566",16853
"cg12414897",16854
"cg12415598",16855
"cg12416489",16856
"cg12417808",16857
"cg12418999",16858
"cg12420314",16859
"cg12420624",16860
"cg12421594",16861
"cg12421693",16862
"cg12422325",16863
"cg12423869",16864
"cg12423909",16865
"cg12424436",16866
"cg12425327",16867
"cg12425407",16868
"cg12426907",16869
"cg12428624",16870
"cg12428891",16871
"cg12433048",16872
"cg12433184",16873
"cg12433841",16874
"cg12433965",16875
"cg12434982",16876
"cg12435096",16877
"cg12436766",16878
"cg12436917",16879
"cg12438081",16880
"cg12439977",16881
"cg12440372",16882
"cg12440826",16883
"cg12441103",16884
"cg12441876",16885
"cg12442682",16886
"cg12445252",16887
"cg12445709",16888
"cg12445914",16889
"cg12445940",16890
"cg12446093",16891
"cg12446925",16892
"cg12448003",16893
"cg12448065",16894
"cg12448080",16895
"cg12448957",16896
"cg12449245",16897
"cg12449479",16898
"cg12450935",16899
"cg12451099",16900
"cg12451785",16901
"cg12452211",16902
"cg12452557",16903
"cg12452895",16904
"cg12453993",16905
"cg12455710",16906
"cg12455961",16907
"cg12456170",16908
"cg12456898",16909
"cg12457066",16910
"cg12458210",16911
"cg12458345",16912
"cg12458383",16913
"cg12458581",16914
"cg12459391",16915
"cg12459502",16916
"cg12459542",16917
"cg12459762",16918
"cg12459916",16919
"cg12460052",16920
"cg12460432",16921
"cg12460473",16922
"cg12460733",16923
"cg12461019",16924
"cg12462250",16925
"cg12462816",16926
"cg12463232",16927
"cg12464059",16928
"cg12464120",16929
"cg12468635",16930
"cg12469058",16931
"cg12469092",16932
"cg12469785",16933
"cg12469892",16934
"cg12471304",16935
"cg12472009",16936
"cg12472290",16937
"cg12473775",16938
"cg12474165",16939
"cg12474251",16940
"cg12474732",16941
"cg12475683",16942
"cg12476049",16943
"cg12476489",16944
"cg12477370",16945
"cg12477602",16946
"cg12479331",16947
"cg12479750",16948
"cg12480247",16949
"cg12480296",16950
"cg12480541",16951
"cg12480903",16952
"cg12482375",16953
"cg12483296",16954
"cg12483340",16955
"cg12483516",16956
"cg12483863",16957
"cg12485210",16958
"cg12485783",16959
"cg12487068",16960
"cg12488664",16961
"cg12489547",16962
"cg12490365",16963
"cg12492738",16964
"cg12493075",16965
"cg12493206",16966
"cg12494488",16967
"cg12495173",16968
"cg12495249",16969
"cg12496274",16970
"cg12496842",16971
"cg12497410",16972
"cg12498640",16973
"cg12499300",16974
"cg12499452",16975
"cg12499488",16976
"cg12500874",16977
"cg12501063",16978
"cg12501356",16979
"cg12502231",16980
"cg12503970",16981
"cg12504100",16982
"cg12504775",16983
"cg12505182",16984
"cg12505751",16985
"cg12506731",16986
"cg12507329",16987
"cg12508104",16988
"cg12508577",16989
"cg12509442",16990
"cg12509499",16991
"cg12510047",16992
"cg12513264",16993
"cg12513747",16994
"cg12515253",16995
"cg12515976",16996
"cg12519712",16997
"cg12520505",16998
"cg12520957",16999
"cg12521167",17000
"cg12521448",17001
"cg12522514",17002
"cg12524200",17003
"cg12525832",17004
"cg12526457",17005
"cg12529140",17006
"cg12529384",17007
"cg12530467",17008
"cg12530994",17009
"cg12531611",17010
"cg12531730",17011
"cg12532350",17012
"cg12532680",17013
"cg12533321",17014
"cg12536527",17015
"cg12537145",17016
"cg12537546",17017
"cg12539415",17018
"cg12539975",17019
"cg12540262",17020
"cg12540775",17021
"cg12541229",17022
"cg12543164",17023
"cg12543192.1",17024
"cg12543192.2",17025
"cg12543498",17026
"cg12544297",17027
"cg12544505.1",17028
"cg12544505.2",17029
"cg12544888",17030
"cg12545183",17031
"cg12545274",17032
"cg12545510",17033
"cg12545634",17034
"cg12545961",17035
"cg12546699",17036
"cg12546877",17037
"cg12548162",17038
"cg12549501",17039
"cg12552835",17040
"cg12553481",17041
"cg12553580",17042
"cg12556490",17043
"cg12557016",17044
"cg12559311",17045
"cg12559355",17046
"cg12559547",17047
"cg12559572",17048
"cg12559929",17049
"cg12560193",17050
"cg12560393",17051
"cg12560988",17052
"cg12562732",17053
"cg12564012",17054
"cg12564067",17055
"cg12564910",17056
"cg12565017",17057
"cg12566054",17058
"cg12566074",17059
"cg12566859",17060
"cg12566943",17061
"cg12567068",17062
"cg12568485",17063
"cg12571830",17064
"cg12572894",17065
"cg12573253",17066
"cg12574180",17067
"cg12574219",17068
"cg12575233",17069
"cg12576944",17070
"cg12577973",17071
"cg12579439",17072
"cg12579673",17073
"cg12579750",17074
"cg12580399",17075
"cg12580491",17076
"cg12581465",17077
"cg12583849",17078
"cg12583945",17079
"cg12584622",17080
"cg12584921",17081
"cg12585799",17082
"cg12585803",17083
"cg12585939",17084
"cg12585954",17085
"cg12587836",17086
"cg12588906",17087
"cg12589577",17088
"cg12590171",17089
"cg12590759",17090
"cg12591395",17091
"cg12591580",17092
"cg12592456",17093
"cg12593479",17094
"cg12593482",17095
"cg12594389",17096
"cg12594542",17097
"cg12596040",17098
"cg12597232",17099
"cg12597701",17100
"cg12598907",17101
"cg12600648",17102
"cg12600656",17103
"cg12601476",17104
"cg12601967",17105
"cg12603560",17106
"cg12603816",17107
"cg12604153",17108
"cg12604297",17109
"cg12604490",17110
"cg12606003",17111
"cg12606054",17112
"cg12606075",17113
"cg12607314",17114
"cg12607756",17115
"cg12608250",17116
"cg12608692",17117
"cg12609388",17118
"cg12610226",17119
"cg12612979",17120
"cg12613198",17121
"cg12613764",17122
"cg12614110",17123
"cg12616024",17124
"cg12616148",17125
"cg12616277",17126
"cg12617092",17127
"cg12617115",17128
"cg12617967",17129
"cg12618920",17130
"cg12619862",17131
"cg12619924",17132
"cg12620743",17133
"cg12622986",17134
"cg12623211",17135
"cg12623263",17136
"cg12624088",17137
"cg12625071",17138
"cg12626758",17139
"cg12628053",17140
"cg12628365",17141
"cg12630998",17142
"cg12631133",17143
"cg12631819",17144
"cg12632056",17145
"cg12633563",17146
"cg12634271",17147
"cg12635485",17148
"cg12639822",17149
"cg12641085",17150
"cg12642246",17151
"cg12642288",17152
"cg12642479",17153
"cg12642535",17154
"cg12642864",17155
"cg12642914",17156
"cg12643514",17157
"cg12644222",17158
"cg12644878",17159
"cg12645567",17160
"cg12645831",17161
"cg12646064",17162
"cg12647038",17163
"cg12648670",17164
"cg12649001",17165
"cg12649161",17166
"cg12649486",17167
"cg12649832",17168
"cg12651099",17169
"cg12651588",17170
"cg12652018",17171
"cg12652554",17172
"cg12652676",17173
"cg12653312",17174
"cg12653763",17175
"cg12653841",17176
"cg12653989",17177
"cg12654165",17178
"cg12654461",17179
"cg12655112",17180
"cg12656217",17181
"cg12656548",17182
"cg12657315",17183
"cg12657334",17184
"cg12657372",17185
"cg12658208",17186
"cg12658254",17187
"cg12659984",17188
"cg12661492",17189
"cg12662152",17190
"cg12663290",17191
"cg12663535",17192
"cg12663593",17193
"cg12664290",17194
"cg12669264",17195
"cg12670534",17196
"cg12671219",17197
"cg12671735",17198
"cg12674712",17199
"cg12675036",17200
"cg12675684",17201
"cg12676910",17202
"cg12679774",17203
"cg12681193",17204
"cg12681539",17205
"cg12682061",17206
"cg12684650",17207
"cg12685201",17208
"cg12685265",17209
"cg12686535",17210
"cg12686899",17211
"cg12687043",17212
"cg12687767",17213
"cg12688234",17214
"cg12689389",17215
"cg12689672",17216
"cg12690738",17217
"cg12693893",17218
"cg12694555",17219
"cg12694663",17220
"cg12695436",17221
"cg12695803",17222
"cg12695985",17223
"cg12698769",17224
"cg12698792",17225
"cg12699211",17226
"cg12699480",17227
"cg12701446",17228
"cg12702153",17229
"cg12703184",17230
"cg12704157",17231
"cg12705120",17232
"cg12709145",17233
"cg12711852",17234
"cg12712534",17235
"cg12712768",17236
"cg12712815",17237
"cg12713030",17238
"cg12713245",17239
"cg12714873",17240
"cg12715826",17241
"cg12716758",17242
"cg12717057",17243
"cg12719939",17244
"cg12720762",17245
"cg12721805",17246
"cg12722365",17247
"cg12723445",17248
"cg12723790",17249
"cg12724076",17250
"cg12724627",17251
"cg12727398",17252
"cg12727607",17253
"cg12728473",17254
"cg12728908",17255
"cg12729239",17256
"cg12729528",17257
"cg12732110",17258
"cg12732278",17259
"cg12733607",17260
"cg12733826",17261
"cg12734405",17262
"cg12735070",17263
"cg12737311",17264
"cg12737399",17265
"cg12737442",17266
"cg12738294",17267
"cg12739070",17268
"cg12740536",17269
"cg12741020",17270
"cg12741673",17271
"cg12742267",17272
"cg12743193",17273
"cg12743738",17274
"cg12743986",17275
"cg12744573",17276
"cg12745837",17277
"cg12748382",17278
"cg12749148",17279
"cg12749937",17280
"cg12751034",17281
"cg12752586",17282
"cg12753118",17283
"cg12753631",17284
"cg12754230",17285
"cg12754591",17286
"cg12755350",17287
"cg12756264",17288
"cg12756474",17289
"cg12756792",17290
"cg12757011",17291
"cg12757529",17292
"cg12758892",17293
"cg12759398",17294
"cg12760766",17295
"cg12761052",17296
"cg12761249",17297
"cg12761282",17298
"cg12762301",17299
"cg12763898",17300
"cg12764461",17301
"cg12764921",17302
"cg12765427",17303
"cg12767263",17304
"cg12767876",17305
"cg12768069",17306
"cg12768605",17307
"cg12769242",17308
"cg12772040",17309
"cg12773967",17310
"cg12774174",17311
"cg12774429",17312
"cg12774550",17313
"cg12775210",17314
"cg12775921",17315
"cg12776156",17316
"cg12776790",17317
"cg12777332",17318
"cg12777482",17319
"cg12777520",17320
"cg12777882",17321
"cg12778130",17322
"cg12779166",17323
"cg12780058",17324
"cg12780189",17325
"cg12780461",17326
"cg12780900",17327
"cg12781886",17328
"cg12782933",17329
"cg12783132",17330
"cg12783911",17331
"cg12784172",17332
"cg12784380",17333
"cg12785651",17334
"cg12786585",17335
"cg12787746",17336
"cg12789027",17337
"cg12789994",17338
"cg12790413",17339
"cg12790916",17340
"cg12791206",17341
"cg12791299",17342
"cg12791866",17343
"cg12792157",17344
"cg12792505",17345
"cg12793781",17346
"cg12795533",17347
"cg12796724",17348
"cg12797828",17349
"cg12798053",17350
"cg12798259",17351
"cg12798264",17352
"cg12798524",17353
"cg12798596",17354
"cg12799227",17355
"cg12799992",17356
"cg12804170",17357
"cg12805461",17358
"cg12807557",17359
"cg12807727",17360
"cg12808364",17361
"cg12808529",17362
"cg12808825",17363
"cg12808985",17364
"cg12810523",17365
"cg12810600",17366
"cg12811115",17367
"cg12811128",17368
"cg12811630",17369
"cg12811653",17370
"cg12811802",17371
"cg12813033",17372
"cg12813088",17373
"cg12813238",17374
"cg12813264",17375
"cg12813792",17376
"cg12813831",17377
"cg12814030",17378
"cg12815291",17379
"cg12815579",17380
"cg12815734",17381
"cg12815994",17382
"cg12818000",17383
"cg12818872",17384
"cg12818942",17385
"cg12819630",17386
"cg12821343",17387
"cg12822104",17388
"cg12822281",17389
"cg12823329",17390
"cg12824424",17391
"cg12825194",17392
"cg12826574",17393
"cg12827251",17394
"cg12827555",17395
"cg12827760",17396
"cg12828253",17397
"cg12830057",17398
"cg12830284",17399
"cg12830630",17400
"cg12830660",17401
"cg12830694",17402
"cg12830805",17403
"cg12830810",17404
"cg12832612",17405
"cg12833353",17406
"cg12834917",17407
"cg12835327",17408
"cg12835446",17409
"cg12835547",17410
"cg12835645",17411
"cg12836107",17412
"cg12836276",17413
"cg12836508",17414
"cg12837065",17415
"cg12838514",17416
"cg12838692",17417
"cg12839061",17418
"cg12839840",17419
"cg12840197",17420
"cg12841266",17421
"cg12841944",17422
"cg12843514",17423
"cg12844349",17424
"cg12844569",17425
"cg12844801",17426
"cg12845355",17427
"cg12846232",17428
"cg12847291",17429
"cg12849734",17430
"cg12850734",17431
"cg12851244",17432
"cg12852139",17433
"cg12853958",17434
"cg12854176",17435
"cg12854350",17436
"cg12854758",17437
"cg12855086",17438
"cg12856511",17439
"cg12856514",17440
"cg12857324",17441
"cg12860426",17442
"cg12860679",17443
"cg12861222",17444
"cg12861286",17445
"cg12861374",17446
"cg12863556",17447
"cg12864235",17448
"cg12864786",17449
"cg12865174",17450
"cg12867015",17451
"cg12867324",17452
"cg12867675",17453
"cg12868827",17454
"cg12869659",17455
"cg12869689",17456
"cg12870104",17457
"cg12870451",17458
"cg12870762",17459
"cg12871480",17460
"cg12874590",17461
"cg12875040",17462
"cg12875098",17463
"cg12875966",17464
"cg12876617",17465
"cg12877659",17466
"cg12877767",17467
"cg12879445",17468
"cg12880090",17469
"cg12880255",17470
"cg12881209",17471
"cg12882185",17472
"cg12882820",17473
"cg12882947",17474
"cg12883359",17475
"cg12883843",17476
"cg12885130",17477
"cg12886580",17478
"cg12887144",17479
"cg12887865",17480
"cg12887931",17481
"cg12891498",17482
"cg12892262",17483
"cg12895236",17484
"cg12895304",17485
"cg12895717",17486
"cg12895788",17487
"cg12896068",17488
"cg12896132",17489
"cg12897917",17490
"cg12898126",17491
"cg12898493",17492
"cg12899502",17493
"cg12900023",17494
"cg12900732",17495
"cg12900993",17496
"cg12902457",17497
"cg12903031",17498
"cg12903213",17499
"cg12903634",17500
"cg12904021",17501
"cg12904782",17502
"cg12905991",17503
"cg12906435",17504
"cg12906630",17505
"cg12907232",17506
"cg12907928",17507
"cg12908742",17508
"cg12908948",17509
"cg12908952",17510
"cg12910744",17511
"cg12910788",17512
"cg12911542",17513
"cg12911558",17514
"cg12911636",17515
"cg12911822",17516
"cg12915469",17517
"cg12916599",17518
"cg12916629",17519
"cg12917050",17520
"cg12917139",17521
"cg12918088",17522
"cg12918581",17523
"cg12918961",17524
"cg12923481",17525
"cg12923727",17526
"cg12923877",17527
"cg12925677",17528
"cg12925692",17529
"cg12925881",17530
"cg12926388",17531
"cg12926657",17532
"cg12927674",17533
"cg12929402",17534
"cg12931096",17535
"cg12931701",17536
"cg12932612",17537
"cg12933325",17538
"cg12933686",17539
"cg12933827",17540
"cg12933950",17541
"cg12934046",17542
"cg12934146",17543
"cg12934154",17544
"cg12934306",17545
"cg12934962",17546
"cg12935257",17547
"cg12935350",17548
"cg12935694",17549
"cg12935781",17550
"cg12936001",17551
"cg12936357",17552
"cg12936702",17553
"cg12936791",17554
"cg12938158",17555
"cg12938618",17556
"cg12938952",17557
"cg12939608",17558
"cg12939690",17559
"cg12941369",17560
"cg12942249",17561
"cg12942440",17562
"cg12942661",17563
"cg12942678",17564
"cg12943258",17565
"cg12944654",17566
"cg12944823",17567
"cg12945120",17568
"cg12945499",17569
"cg12945551",17570
"cg12946225",17571
"cg12946247",17572
"cg12946524",17573
"cg12949849",17574
"cg12950334",17575
"cg12950485",17576
"cg12951432",17577
"cg12951464",17578
"cg12952128",17579
"cg12955689",17580
"cg12955887",17581
"cg12956396",17582
"cg12956982",17583
"cg12957948",17584
"cg12958012",17585
"cg12958309",17586
"cg12958319",17587
"cg12958327",17588
"cg12958745",17589
"cg12959926",17590
"cg12960286",17591
"cg12961259",17592
"cg12961579",17593
"cg12961607",17594
"cg12962778",17595
"cg12964519",17596
"cg12964846",17597
"cg12965311",17598
"cg12965599",17599
"cg12966181",17600
"cg12966876",17601
"cg12966966",17602
"cg12967137",17603
"cg12967354",17604
"cg12968335",17605
"cg12969847",17606
"cg12971545",17607
"cg12972668",17608
"cg12972682",17609
"cg12973314",17610
"cg12973326",17611
"cg12974733",17612
"cg12974834",17613
"cg12975220",17614
"cg12975385",17615
"cg12975535",17616
"cg12977525",17617
"cg12977696",17618
"cg12980051",17619
"cg12980091",17620
"cg12980723",17621
"cg12981061",17622
"cg12981539",17623
"cg12981876",17624
"cg12982463",17625
"cg12983196",17626
"cg12983763",17627
"cg12985418",17628
"cg12985822",17629
"cg12986671",17630
"cg12988424",17631
"cg12990321",17632
"cg12991306",17633
"cg12991365",17634
"cg12991729",17635
"cg12994502",17636
"cg12994618",17637
"cg12997253",17638
"cg12997561",17639
"cg12997720",17640
"cg12999303",17641
"cg12999414",17642
"cg12999766",17643
"cg13000461",17644
"cg13000827",17645
"cg13001142",17646
"cg13001306",17647
"cg13001355",17648
"cg13001493",17649
"cg13001861",17650
"cg13003121",17651
"cg13004181",17652
"cg13004392",17653
"cg13004449",17654
"cg13006091",17655
"cg13006563",17656
"cg13007617",17657
"cg13008291",17658
"cg13008977",17659
"cg13010823",17660
"cg13010941",17661
"cg13011653",17662
"cg13013032",17663
"cg13015530",17664
"cg13016062",17665
"cg13016214",17666
"cg13016707",17667
"cg13016931",17668
"cg13018699",17669
"cg13018935",17670
"cg13019008",17671
"cg13019223",17672
"cg13020851",17673
"cg13021533",17674
"cg13021971",17675
"cg13023398",17676
"cg13023824",17677
"cg13024380",17678
"cg13025676",17679
"cg13026235",17680
"cg13026754",17681
"cg13026859",17682
"cg13026874",17683
"cg13027206",17684
"cg13027218",17685
"cg13027777",17686
"cg13028279",17687
"cg13028739",17688
"cg13029792",17689
"cg13029847",17690
"cg13030822",17691
"cg13030894",17692
"cg13031048",17693
"cg13032935",17694
"cg13035237",17695
"cg13035951",17696
"cg13036782",17697
"cg13037365",17698
"cg13038560",17699
"cg13039199",17700
"cg13039539",17701
"cg13040099",17702
"cg13040461",17703
"cg13042288",17704
"cg13043042",17705
"cg13043904",17706
"cg13044883",17707
"cg13045114",17708
"cg13045861",17709
"cg13045948",17710
"cg13046271",17711
"cg13046396",17712
"cg13048394",17713
"cg13050201",17714
"cg13051310",17715
"cg13051748",17716
"cg13051928",17717
"cg13053857",17718
"cg13054171",17719
"cg13054821",17720
"cg13055461",17721
"cg13055846",17722
"cg13056630",17723
"cg13056990",17724
"cg13057591",17725
"cg13057862",17726
"cg13058338",17727
"cg13060202",17728
"cg13060490",17729
"cg13060540",17730
"cg13060843",17731
"cg13061698",17732
"cg13062669",17733
"cg13062722",17734
"cg13062760",17735
"cg13065537",17736
"cg13066404",17737
"cg13067886",17738
"cg13068315",17739
"cg13068441",17740
"cg13068696",17741
"cg13068915",17742
"cg13070234",17743
"cg13071028",17744
"cg13071254",17745
"cg13073054",17746
"cg13073507",17747
"cg13074528",17748
"cg13076030",17749
"cg13076512",17750
"cg13077070",17751
"cg13077100",17752
"cg13077301",17753
"cg13078464",17754
"cg13078590",17755
"cg13078884",17756
"cg13079992",17757
"cg13080172",17758
"cg13080602",17759
"cg13081277",17760
"cg13082148",17761
"cg13082458",17762
"cg13082504",17763
"cg13082524",17764
"cg13083173",17765
"cg13084522",17766
"cg13084728",17767
"cg13085897",17768
"cg13085981",17769
"cg13086047",17770
"cg13087184",17771
"cg13087210",17772
"cg13087967",17773
"cg13089275",17774
"cg13089947",17775
"cg13090160",17776
"cg13090788",17777
"cg13090801",17778
"cg13091892",17779
"cg13093111",17780
"cg13093341",17781
"cg13094031",17782
"cg13094532",17783
"cg13096789",17784
"cg13096896",17785
"cg13097175",17786
"cg13098892",17787
"cg13099136",17788
"cg13100152",17789
"cg13100226",17790
"cg13102197",17791
"cg13102585",17792
"cg13102615",17793
"cg13103093",17794
"cg13103407",17795
"cg13103551",17796
"cg13105228",17797
"cg13105903",17798
"cg13105945",17799
"cg13106512",17800
"cg13106750",17801
"cg13107358",17802
"cg13107760",17803
"cg13107977",17804
"cg13108197",17805
"cg13108565",17806
"cg13110075",17807
"cg13110304",17808
"cg13111173",17809
"cg13111832",17810
"cg13112264",17811
"cg13112656",17812
"cg13113575",17813
"cg13113656",17814
"cg13114028",17815
"cg13116110",17816
"cg13116439",17817
"cg13119609",17818
"cg13120519",17819
"cg13123762",17820
"cg13124646",17821
"cg13125030",17822
"cg13127008",17823
"cg13127071",17824
"cg13128792",17825
"cg13129046",17826
"cg13130690",17827
"cg13130928",17828
"cg13131352",17829
"cg13132403",17830
"cg13132580",17831
"cg13132708",17832
"cg13133009",17833
"cg13133438",17834
"cg13133835",17835
"cg13133981",17836
"cg13135784",17837
"cg13136756",17838
"cg13136944",17839
"cg13137024",17840
"cg13138199",17841
"cg13138766",17842
"cg13138986",17843
"cg13140545",17844
"cg13141094",17845
"cg13141854",17846
"cg13142119",17847
"cg13143654",17848
"cg13144031",17849
"cg13144187",17850
"cg13144536",17851
"cg13145648",17852
"cg13146508",17853
"cg13147417",17854
"cg13147964",17855
"cg13149200",17856
"cg13150749",17857
"cg13151063",17858
"cg13151303",17859
"cg13151947",17860
"cg13153497",17861
"cg13154210",17862
"cg13155053",17863
"cg13156049",17864
"cg13156511",17865
"cg13156753",17866
"cg13157685",17867
"cg13158045",17868
"cg13158272",17869
"cg13158365",17870
"cg13158966",17871
"cg13159277",17872
"cg13160087",17873
"cg13160963",17874
"cg13162262",17875
"cg13162533",17876
"cg13163379",17877
"cg13163729",17878
"cg13163814",17879
"cg13163842",17880
"cg13164227",17881
"cg13165254",17882
"cg13165311",17883
"cg13165619",17884
"cg13165951",17885
"cg13166264",17886
"cg13166660",17887
"cg13166871",17888
"cg13169256",17889
"cg13169490",17890
"cg13170453",17891
"cg13171587",17892
"cg13172432",17893
"cg13173809",17894
"cg13174345",17895
"cg13174473",17896
"cg13175487",17897
"cg13175699",17898
"cg13176961",17899
"cg13177866",17900
"cg13178126",17901
"cg13179300",17902
"cg13179397",17903
"cg13179794",17904
"cg13181002",17905
"cg13182287",17906
"cg13184142",17907
"cg13185781",17908
"cg13186343",17909
"cg13187690",17910
"cg13188335",17911
"cg13188467",17912
"cg13189689",17913
"cg13190395",17914
"cg13191957",17915
"cg13192313",17916
"cg13192954",17917
"cg13193449",17918
"cg13193455",17919
"cg13193654",17920
"cg13193974",17921
"cg13194536",17922
"cg13194594",17923
"cg13194797",17924
"cg13196369",17925
"cg13199015",17926
"cg13199975",17927
"cg13200141",17928
"cg13200550",17929
"cg13201639",17930
"cg13202081",17931
"cg13202239",17932
"cg13203135",17933
"cg13204934",17934
"cg13205056",17935
"cg13205819",17936
"cg13208500",17937
"cg13209256",17938
"cg13209388",17939
"cg13209512",17940
"cg13212087",17941
"cg13214349",17942
"cg13214778",17943
"cg13215331",17944
"cg13216057",17945
"cg13216122",17946
"cg13216259",17947
"cg13218906",17948
"cg13219248",17949
"cg13219590",17950
"cg13219964",17951
"cg13220115",17952
"cg13220278",17953
"cg13220779",17954
"cg13221458",17955
"cg13222741",17956
"cg13223250",17957
"cg13224508",17958
"cg13225177",17959
"cg13226074",17960
"cg13227584",17961
"cg13228051",17962
"cg13228494",17963
"cg13228882",17964
"cg13228949",17965
"cg13228972",17966
"cg13229442",17967
"cg13229709",17968
"cg13230014",17969
"cg13230634",17970
"cg13231428",17971
"cg13233081",17972
"cg13233258",17973
"cg13234003",17974
"cg13234083",17975
"cg13234286",17976
"cg13234740",17977
"cg13234939",17978
"cg13235828",17979
"cg13235891",17980
"cg13237033",17981
"cg13237109",17982
"cg13238100",17983
"cg13241538",17984
"cg13241746",17985
"cg13242392",17986
"cg13242767",17987
"cg13243219",17988
"cg13244241",17989
"cg13245152",17990
"cg13245181",17991
"cg13245196",17992
"cg13245548",17993
"cg13246416",17994
"cg13247135",17995
"cg13247398",17996
"cg13248497",17997
"cg13249957",17998
"cg13250432",17999
"cg13251691",18000
"cg13254355",18001
"cg13254809",18002
"cg13255510",18003
"cg13258110",18004
"cg13258700",18005
"cg13259321",18006
"cg13259572",18007
"cg13260139",18008
"cg13260659",18009
"cg13260846",18010
"cg13261890",18011
"cg13262906",18012
"cg13263798",18013
"cg13264155",18014
"cg13264741",18015
"cg13265357",18016
"cg13266118",18017
"cg13267043",18018
"cg13267461",18019
"cg13269407.1",18020
"cg13269407.2",18021
"cg13272546",18022
"cg13272856",18023
"cg13273246",18024
"cg13273551",18025
"cg13273888",18026
"cg13274713",18027
"cg13275239",18028
"cg13275249",18029
"cg13275896",18030
"cg13276570",18031
"cg13276805",18032
"cg13277090",18033
"cg13278722",18034
"cg13278738",18035
"cg13279679",18036
"cg13279718",18037
"cg13279750",18038
"cg13279811",18039
"cg13280558",18040
"cg13282050",18041
"cg13283797",18042
"cg13284386",18043
"cg13285181",18044
"cg13285426",18045
"cg13286426",18046
"cg13287247",18047
"cg13287376",18048
"cg13288645",18049
"cg13288931",18050
"cg13290565",18051
"cg13291081",18052
"cg13291440",18053
"cg13293909",18054
"cg13294690",18055
"cg13296083",18056
"cg13296177",18057
"cg13296371",18058
"cg13296416",18059
"cg13296708",18060
"cg13296943",18061
"cg13297843",18062
"cg13297990",18063
"cg13299559",18064
"cg13299972",18065
"cg13300299",18066
"cg13300506",18067
"cg13300939",18068
"cg13301933",18069
"cg13302154",18070
"cg13302551",18071
"cg13303098",18072
"cg13303596",18073
"cg13303724",18074
"cg13304807",18075
"cg13305004",18076
"cg13305643",18077
"cg13306822",18078
"cg13308349",18079
"cg13308353",18080
"cg13308695",18081
"cg13309444",18082
"cg13309513",18083
"cg13310198",18084
"cg13311046",18085
"cg13311201",18086
"cg13313332",18087
"cg13313407",18088
"cg13313422",18089
"cg13313667",18090
"cg13313753",18091
"cg13315149",18092
"cg13315450",18093
"cg13315482",18094
"cg13315803",18095
"cg13316784",18096
"cg13319175",18097
"cg13320676",18098
"cg13320926",18099
"cg13320956",18100
"cg13321436",18101
"cg13321925",18102
"cg13322159",18103
"cg13322472",18104
"cg13322988",18105
"cg13323474",18106
"cg13324140",18107
"cg13324564",18108
"cg13324647",18109
"cg13324763",18110
"cg13325246",18111
"cg13325480",18112
"cg13325740",18113
"cg13325775",18114
"cg13325878",18115
"cg13326443",18116
"cg13327052",18117
"cg13327466",18118
"cg13328515",18119
"cg13329537",18120
"cg13329685",18121
"cg13329717",18122
"cg13330199",18123
"cg13331682",18124
"cg13331751",18125
"cg13335080",18126
"cg13336354",18127
"cg13338936",18128
